,season,seasonNumber,series,episode,challengeType,outcomeType,challengeDescription,shopTime,shopBudget,prepTime,cookTime,productPlacement,advantage,lastChanceKitchenWinnerEnters,restaurantWarWinner,restaurantWarEliminated,didJudgesVisitWinningTeamFirst
124,Los Angeles,2.0,US,3.0,Quickfire,Individual,The chefs had to create an original ice cream flavor and serve it at the Redondo Beach Seaside Lagoon.,,,,165.0,Redondo Beach Seaside Lagoon,Immunity,,,,
125,Los Angeles,2.0,US,3.0,Elimination,Individual,"The chefs had to create a dish updating a ""childhood classic"" to fit the menu of T.G.I. Friday's that would be served to the firemen of South Pasadena. ",30.0,100.0,120.0,15.0,T.G.I. Friday's,,,,,
126,Los Angeles,2.0,US,4.0,Quickfire,Individual,Each chef made an amuse-bouche dish using $10 of ingredients from a vending machine. ,,10.0,,30.0,,Immunity,,,,
127,Los Angeles,2.0,US,4.0,Elimination,Team,"The 12 chefs were divided into four teams and were required to create a meal (entree, side dish, and dessert) that did not exceed 500 calories (2,100 kJ) to serve at a camp for diabetic and overweight children. The chefs drew knives to determine teams. Cliff, Carlos, Sam. Ilan, Elia, Josie. Mia, Michael, Marisa. Betty, Marcel, Frank. Not sure what the times were.",30.0,100.0,30.0,,Camp Glucose,,,,,
128,Los Angeles,2.0,US,5.0,Quickfire,Individual,"Each chef created a dish using offal, the leftover parts of animals.",,,,120.0,,Immunity,,,,
129,Los Angeles,2.0,US,5.0,Elimination,Team,"Working in teams of two, the chefs had to create a six-course lunch for Jennifer Coolidge and 60 of her guests using only the ingredients that were already available in the kitchen. Chefs got to decide who they wanted to pair with. They drew knives to determine the course that they would be cooking. Marcel and Frank were first course, Cliff & Sam second course, Ilan & Michael third course, Mia and Betty fourth course, Josie and Marisa were fifth course, and Elia & Carlos cooking sixth course. Three hours to prepare the course and 20 minutes to plate each dish",0.0,0.0,,200.0,Social Hollywood,,,,,
130,Los Angeles,2.0,US,6.0,Quickfire,Individual,The remaining chefs created dishes using three different canned foods in 15 minutes. ,,,,15.0,,Immunity and Advantage in Elimination challenge: sit out,,,,
131,Los Angeles,2.0,US,6.0,Elimination,Individual,"The five chefs who did not win the Quickfire Challenge (Marcel, Elia, Michael, Betty, and Carlos) worked together to make a cutting edge Thanksgiving dinner for the judges, guest judge Anthony Bourdain, and the other Top Chef contestants, using the kitchens in the loft. Number of courses and how you serve it is up to the group. ",60.0,400.0,60.0,240.0,,,,,,
132,Los Angeles,2.0,US,7.0,Quickfire,Individual,The chefs had to create an entree using fresh ingredients from the Redondo Beach Farmers' Market without cooking of any kind. ,30.0,20.0,,30.0,Redondo Beach Farmers Market,Immunity,,,,
133,Los Angeles,2.0,US,7.0,Elimination,Individual,"The chefs were told by Lakshmi that they had to prepare breakfast for athletes. The cooking environment and available tools were unknown to the contestants until their arrival at the challenge. In the challenge, the chefs cooked for surfers at dawn on the beach using only a fire pit and basic kitchen tools.",30.0,30.0,,45.0,,,,,,
134,Los Angeles,2.0,US,8.0,Quickfire,Individual,The chefs made a Bailey's Irish Cream mix drink and an accompanying dish. ,,,,20.0,Bailey's Irish Cream,Immunity,,,,
135,Los Angeles,2.0,US,8.0,Elimination,Team,"Working in two teams of four, the chefs catered the Los Angeles magazine holiday party at the Warner Bros. movie lot. There would be 200 guests. They drew knives to determine teams. Black team (Cliff, Michael, Elia, Mia). Orange team (Betty, Marcel, Sam, Ilan). Elia and Sam were chosen to lead their teams, respectively.",60.0,1500.0,240.0,360.0,Los Angeles Magazine; Warner Bros.; Smirnoff,,,,,
136,Los Angeles,2.0,US,9.0,Quickfire,Individual,Each chef drew a knife that showed a different color. The chefs then had to create a dish based on the color drawn from the knife block. ,,,,30.0,,Advantage in Elimination: swap your knife block selection,,,,
137,Los Angeles,2.0,US,9.0,Elimination,Individual,"The chefs prepared a seven-course meal, with each course representing one of the Seven Deadly Sins. The sins were drawn from the knife block, but Michael, as the Quickfire winner, was given the opportunity to swap his sin, Lust, for Marcel's Envy. ",30.0,150.0,180.0,,,,,,,
138,Los Angeles,2.0,US,10.0,Quickfire,Individual,"The chefs created snacks using three Kraft Foods products: mayonnaise, barbecue sauce or Italian dressing.",,,,30.0,Kraft,Advantage in Elimination challenge: choose team,,,,
139,Los Angeles,2.0,US,10.0,Elimination,Team,"Restaurant Wars. Similar to the standard Restaurant Wars format, the contestants, divided into two teams, devised a concept, interior design, and menu for a raw restaurant space. Serve 24 people a 3 course meal. Half an hour to plan, half an hour to work with design team. $500 food budget, $500 restaurant supply budget, $700 design budget. Each team will have a server. Sam and Marcel, as the Quickfire winners, chose their teammates. Marcel's (EC) team is Elia & Cliff (FOH). Their restaurant is MEC (upscale diner). Sam's (EC) team is Ilan & Michael. LaLaLina is Sam's restaurant, Italian family style. Sam's menu: fried meatball on crostini with parsley pesto and sugar roasted yellow tomato; linguine with parsley walnut pesto and roasted mushrooms; roasted porkloin with bacon-roasted brussels sprouts , creamy polenta & sofrito sauce; and watermelon 'gnocchi' with cabrales & asiago cream. Marcel's menu: barbeque coffee chicken wings, tempura vegetables & mozzarella with cornichon aioli, ""the best burger ever"" with truffle mushrooms & housemade chips, Oreo lemon pie. Drinks were root beer & beer.","1 hr food, 1 hr supply store",1700.0,,,"Westfield Mall, uWink",,,No one wins,Line Cook,Winning team served judges first
140,Los Angeles,2.0,US,11.0,Quickfire,Individual,The chefs had to prepare a dish using Nestle chocolatier products.,,,,90.0,Nestle chocolate,Advantage in Elimination challenge: select protein and course,,,,
141,Los Angeles,2.0,US,11.0,Elimination,Individual,"The chefs worked together to create a romantic five-course menu for celebratory couples in Santa Barbara. Sam, as the Quickfire Challenge winner, was allowed to choose which course he wanted to execute and which proteins he was going to use. The remaining contestants were not allowed to use the same proteins that Sam chose. Sam elected to cook the first course and use lobster and scallops as his proteins. Budget & shopping time not shown. Will serve about 30 people.",,,,300.0,Epiphany restaurant,,,,,
142,Los Angeles,2.0,US,12.0,Elimination,Individual,Each chef made two dishes based on classic Hawaiian dishes with a twist. Each chef had to combine their signature style with traditional Hawaiian flavors and cuisine. They will be feeding 30 people for a luau. They cooked in the outdoor kitchen.,0.0,0.0,0.0,180.0,,,,,,
143,Los Angeles,2.0,US,13.0,Elimination,Individual,"The chefs prepared a five-course meal to be served to the usual judges' panel and five additional guest judges at one of two restaurants in the Hilton Waikoloa Village. They drew knives to determine where and in what order they cooked. Ilan cooked at Donatoni's Restaurant and would serve first, while Marcel cooked at Imari Restaurant and served second. Previously eliminated contestants Sam, Elia, Michael, Betty, Mia, and Frank were asked to return as potential sous chefs for Ilan and Marcel. Each returnee was asked which finalist they would prefer to work with. Elia, Michael, and Betty chose Ilan. Sam, Mia, and Frank chose Marcel. Ilan and Marcel were then allowed to choose two chefs. Marcel chose Sam and Michael, and Ilan chose Elia and Betty. They have four hours to prep on day one, and then on day 2, they have one hour to cook. Budget was unlimited and shopping was an hour.",60.0,Unlimited,240.0,60.0,Hilton Waikoloa Village,,,,,
144,Miami,3.0,US,1.0,Quickfire,Individual,The chefs had to create an amuse-bouche within 10 minutes using only the existing appetizer food and plastic service-ware from their introductory party. ,0.0,0.0,0.0,10.0,Casa Casuarina,Immunity,,,,
145,Miami,3.0,US,1.0,Elimination,Individual,"The chefs were asked to create a ""surf and turf"" dish in two hours using exotic proteins, such as ostrich, buffalo, abalone, alligator, snake, black chicken, geoduck, and eel. There are only two portions of each protein. Chefs will draw knives to determine the order in which they will choose their proteins. Chefs will cook in two rounds.",0.0,0.0,0.0,120.0,,,,,,
146,Miami,3.0,US,2.0,Quickfire,Individual,"The chefs created dishes featuring Florida citrus, including oranges, lemons, key limes, grapefruit, tangeloes, and blood oranges. ",0.0,0.0,0.0,30.0,,Immunity,,,,
147,Miami,3.0,US,2.0,Elimination,Individual,The chefs needed to create an upscale barbecue dish. They were given two hours to prep and two hours the following day to cook on a barbecue grill on location at a barbecue party. They will serve 60 people.,30.0,200.0,120.0,120.0,"Kingsford Charcoal, Moet Chandon",,,,,
148,Miami,3.0,US,3.0,Quickfire,Individual,"The chefs had to ""catch and cook"" a shellfish dish in 30 minutes after using nets to retrieve scallops, crawfish, and conch out of a fish tank. Each person had 30 seconds to scoop out their shellfish",0.0,0.0,0.0,30.0,,Immunity,,,,
149,Miami,3.0,US,3.0,Elimination,Individual," The chefs were asked to update traditional ""family favorites"", such as tuna casserole, stuffed cabbage, and chicken and dumplings, by creating a healthier, more modern version with reduced cholesterol for members of an Elks club. Choose the dish in the reverse order in which they ""fished"" in the quickfire. ",30.0,75.0,60.0,60.0,Elks Club,,,,,
150,Miami,3.0,US,4.0,Quickfire,Individual,The contestants were challenged to create an appetizer to pair with Bombay Sapphire mixed drinks; the specific drink was selected by drawing knives.,0.0,0.0,0.0,30.0,Bombay Sapphire,Immunity,,,,
151,Miami,3.0,US,4.0,Elimination,Team,"In teams of three, the contestants prepared a tasting menu of four courses, each consisting of trios around a central ingredient. The contestants divided themselves up into teams, and selected the main ingredient for each course and the order of the courses. The meal was served to the judges and members of Confrerie de la Chaine des Rotisseurs at Barton G. The Restaurant, owned by one of the diners, Barton G. Weiss--a total of 14 guests. Teams were decided by drawing names out of a hat, which was the choice of the group instead of choosing their own teams. And then they decided to just choose their own teams. Brian, Hung, Lia. CJ, Tre, Sara N. Sara M., Camile, Dale. Casey, Joey, Howie.",30.0,150.0,0.0,120.0,Barton G. The Restaurant,,,,,
152,Miami,3.0,US,5.0,Quickfire,Individual,"The contestants were asked to create any dish starting with a pre-made pie crust, using additional ingredients from the Top Chef pantry. ",0.0,0.0,0.0,90.0,,Immunity,,,,
153,Miami,3.0,US,5.0,Elimination,Individual,"The contestants prepared a classical Latin lunch course to be served to the cast and crew of the Telemundo telenovela Dame Chocolate (20 people). They had $150 to spend on groceries and initially had three hours to prep. However, on the day of the lunch, the chefs were told that they only had 90 minutes to complete their meals and pack them for service. ",30.0,125.0,0.0,90.0,Dame Chocolate telenovela,,,,,
154,Miami,3.0,US,6.0,Quickfire,Individual,"The contestants were challenged to the culinary equivalent of a spelling bee, and had to identify foods by either taste or appearance. Come up one at a time; if you get it right, you go back into the line. If you get it wrong, you're out.",0.0,0.0,0.0,0.0,,Immunity,,,,
155,Miami,3.0,US,6.0,Elimination,Team,"The contestants were randomly paired up by drawing knives to create Bertolli-inspired Mediterranean pasta entrees that would be frozen overnight. The food was served to shoppers the next day in the style of pre-packaged frozen dinners. They were given $100 to shop at Fresh Market to buy enough food to make 15 full courses and sampling dishes, two hours to prepare prior to freezing, and another hour after freezing before serving their meals. ",30.0,100.0,120.0,60.0,Bertolli,,,,,
156,Miami,3.0,US,7.0,Quickfire,Individual,The chefs were given 45 minutes to prepare ingredients to be mixed into Cold Stone Creamery ice cream just prior to serving. ,0.0,0.0,0.0,45.0,Cold Stone Creamery,Immunity,,,,
157,Miami,3.0,US,7.0,Elimination,Team,"The chefs were initially told they had the night off to enjoy Miami nightlife. They discovered later that they would be cooking outdoors for patrons at the Nikki Beach night club. The eight chefs drew knives to divide into two groups. Each team was given a catering truck to use as a mobile kitchen, 30 minutes and $300 to shop, and two hours to prepare a number of ""late-night"" bar food dishes. ",30.0,300.0,90.0,,Nikki Beach Night Club; TV Dinners,,,,,
158,Miami,3.0,US,8.0,Quickfire,Individual,"The chefs were given 30 minutes to prepare a burger, as inspired by Red Robin's line of ""Adventuresome"" Burgers. ",0.0,0.0,0.0,30.0,Red Robin,Advantage in Elimination challenge: choose team,,,,
159,Miami,3.0,US,8.0,Elimination,Team,"Restaurant Wars. The chefs divided into two teams, and each one was responsible for taking an empty space and opening an operating restaurant out of it in 24 hours. The teams had $2,500 and 45 minutes to purchase decor items, and $500 and 30 minutes to shop for food items at The Fresh Market. Each restaurant was connected to the Top Chef kitchens; thus, teams shared the kitchen space. CJ, as the winner of the Quickfire, was able to select the members of his team. The teams were unaware prior to the challenge that Andrea Strong, author of the food blog ""The Strong Buzz"", would also be dining in each restaurant and commenting on decor, service, and food, with her comments partially influencing the judging decisions.",45.0,3200.0,30.0,240.0,T-Mobile,,,,,
160,Miami,3.0,US,9.0,Quickfire,Team,"Continuing with the same teams from the previous week, both teams competed to be the first to complete four mise en place tasks in relay. Shuck 15 oysters, finely dice 5 onions, break down 4 chickens, separate 3 eggs and hand-beat the whites until they're stiff",0.0,0.0,0.0,0.0,,Advantage in Elimination challenge: extra $200 to spend on wine,,,,
161,Miami,3.0,US,9.0,Elimination,Team,"Restaurant Wars. Each team reopened its restaurant, using input from the previous challenge, along with the assistance of Christopher Ciccone, who appeared as a diner in the previous episode, for interior decoration. The teams were allowed to change anything else they wanted with their restaurant, including its name. Each team prepared two different options for three of the four courses. They were given four hours of preparation time before both restaurants opened. Head judge Tom Colicchio was present in the kitchen during the preparation time and into the serving period.",,,,,,,,Executive chef,Executive chef,Winning team served judges first
162,Miami,3.0,US,10.0,Quickfire,Individual,"The chefs drew numbered knives corresponding to an aisle in a supermarket. Each chef had 20 minutes to create a dish using only $10 worth of products from that aisle, in addition to a limited selection of items from the Top Chef pantry. ",,,,20.0,,Advantage in Elimination challenge: ability to choose the team leader,,,,
163,Miami,3.0,US,10.0,Elimination,Individual,"Working as a team, the chefs catered a party for fashion designer Esteban Cortazar and 60 guests aboard the yacht Venetian Lady chartered by the Pure Nightclub. The entire team had a total of $350 to spend for supplies, and had two hours of preparation time on board the yacht prior to service. ",,,,120.0,Pure Nightclub,,,,,
164,Miami,3.0,US,11.0,Quickfire,Individual,"The chefs were awakened in their penthouse by Padma Lakshmi and had 20 minutes to serve her breakfast using only a butane burner, a Breville blender, and a selection of ingredients brought over from the Top Chef pantry.",,,,20.0,Breville,Advantage in Elimination challenge: choose protein,,,,
165,Miami,3.0,US,11.0,Elimination,Individual,"The contestants flew to Newark Liberty International Airport and, using the Continental Airlines kitchen at Newark Airport, prepared a meal for first class. The meal had to be reheated and served aboard a Boeing 777 in a hangar to 14 Continental flight attendants and the judges. ",,,,,"Newark Liberty International Airport, Continental Airlines",,,,,
166,Miami,3.0,US,12.0,Quickfire,Individual,The chefs dined at Le Cirque on a classic dish of sea bass wrapped in thinly sliced Russet potatoes over leeks. They then had 25 minutes to recreate the dish as closely as possible to the original.,,,,25.0,Le Cirque,"Advantage in Elimination challenge: 30 minutes extra cooking time, would serve judges first",,,,
167,Miami,3.0,US,12.0,Elimination,Individual,"At the French Culinary Institute, the chefs created dishes highlighting what are said to be the three hardest French cuisine ingredients to be creative with: onion, chicken, and potato. The chefs had a $200 budget to shop at the Union Square Greenmarket and two hours to cook (except Hung, who had an extra 30 minutes). The dishes were served to a panel of FCI deans consisting of Andre Soltner, Nils Noren, Jacques Torres, Alain Sailhac, Cesare Casella, and Dorothy Hamilton. The four dishes judged as the best would advance to the Top Chef finale in Aspen, Colorado.",,,,120.0,French Culinary Institute,,,,,
168,Miami,3.0,US,13.0,Quickfire,Individual,"The chefs were each given a fresh trout from the Fryingpan River Valley area of Aspen, Colorado, along with a frying pan, camping stove, and several basic pantry ingredients. They then had 20 minutes to create an original dish to impress guest judge Eric Ripert, executive chef of Le Bernardin restaurant in New York City.",,,,20.0,,Advantage in Elimination challenge: use items she brought from home,,,,
169,Miami,3.0,US,13.0,Elimination,Individual,"At the Moon Run Ranch, the chefs catered the annual dinner for the Snowmass Rodeo Riders, using supplies already in place for the event's original caterers. Once the chefs arrived in the kitchens, the protein was revealed: elk. Each chef had three hours to create their own menu of dishes, and an hour for service. ",,,180.0,60.0,Moon Run Ranch,,,,,
170,Miami,3.0,US,14.0,Elimination,Individual,"The chefs took a ski lift to the Aspen Mountain Club, with an elevation of 11,200 feet. Their instructions for the final challenge were simple: ""cook us the best meal you've ever cooked in your life."" They were shown a large, diverse array of proteins and produce and were given 35 minutes to plan a three-course menu. Their final meal was served head-to-head rather than back-to-back; each chef's course was presented at the same time as their competitors. The chefs then drew knives to see which celebrity sous-chef they would be paired with for the three-hour prep period on the first day. Hung was paired with celebrity chef and author Rocco DiSpirito. Casey was paired with chef Michelle Bernstein. Dale was matched with chef and restaurateur Todd English. On the second day, the chefs were given two hours to complete their dishes before service. With an hour left, however, they were told that that had to add a fourth course to their menus. It could be composed of any ingredient available in the kitchen, and be served at any point in the meal. Eliminated contestants CJ, Howie, and Sara M. were randomly paired through knife drawing with Dale, Casey, and Hung, respectively, as sous-chefs to assist in the fourth course preparation. The four judges were joined at the dining table by the three celebrity sous-chefs and the most recently eliminated contestant, Brian. This episode marked the first, and only, time that the winner of Top Chef was announced live following the pre-taped portion of the show, at a live event in Chicago.",,,215.0,120.0,Aspen Mountain Club,,,,,
171,Chicago,4.0,US,1.0,Quickfire,Individual,"The chefs had to create a signature deep dish pizza and serve it to Rocco DiSpirito and Padma Lakshmi. Immunity from elimination was not awarded to the winners. Instead, the teams were separated into two groups, based on their performances, for the upcoming Elimination Challenge.",,,,,,,,,,
172,Chicago,4.0,US,1.0,Elimination,Individual,"The winners of the Quickfire cooked head-to-head against the losers, using one dish from a list of classic dishes. The winners drew numbered knives and chose one of the losers as their opponent. The opponent then selected which dish the pair would each prepare. Both dishes were served to the judges simultaneously, with decisions to follow immediately. ",,,,,,,,,,
173,Chicago,4.0,US,2.0,Quickfire,Individual,"Each chef created a dish using no more than five ingredients (excluding salt, pepper, sugar, and oil), either purchased at Chicago's Green City Market or from the Top Chef pantry.",,,,,Green City Market,Immunity,,,,
174,Chicago,4.0,US,2.0,Elimination,Team,"Five teams of three were selected by drawing knives, each assigned a specific animal: bear, gorilla, lion, penguin, or vulture. The teams prepared a series of appetizers based around their animal's diet for a gathering of 200 guests at the Lincoln Park Zoo. They were given 30 minutes and $500 to shop at the Whole Foods Market, three hours to prep in the Top Chef kitchen, and one hour to set up on-site.",,,180.0,60.0,Lincoln Park Zoo,,,,,
175,Chicago,4.0,US,3.0,Quickfire,Individual,Each chef had to create an upscale taco. ,,,,,,Immunity,,,,
176,Chicago,4.0,US,3.0,Elimination,Team,"Divided into two teams of seven, the chefs catered a Chicago neighborhood's annual block party. The teams were required to only use ingredients that they could get from the residents of the block.",,,,,,,,,,
177,Chicago,4.0,US,4.0,Quickfire,Individual,"Each chef created a vegetable platter using the various vegetables provided to them, in addition to all of the items from the entire Top Chef pantry. The chefs had to utilize at least three culinary techniques in their dish. ",,,,,,Immunity and Advantage in Elimination challenge: choose team to join,,,,
178,Chicago,4.0,US,4.0,Elimination,Team,"The chefs drew knives to pair up into six teams of two. As the winner of the Quickfire, Dale was able to choose which pair to join to form a group of three. Then, they created a 6-course meal; each dish was inspired by the chefs' favorite films. The guest judges at the dinner included film critic Richard Roeper, chef Daniel Boulud, and actress Aisha Tyler.",,,,,,,,,,
179,Chicago,4.0,US,5.0,Quickfire,Individual,"The chefs participated in a comparison taste test. For every comparison, each chef was blindfolded and tasted two variations of a certain food, one of which was of a lesser quality than the other. The chefs were scored for each high-end ingredient they correctly identified. ",,,,,,Immunity,,,,
180,Chicago,4.0,US,5.0,Elimination,Team,"The chefs were split into four groups of three, based on the classical elements: earth, water, fire, and air. Each team had to create a meal based on their assigned element for 80 people of Chicago's Celebrity Chef-Meals on Wheels Fundraiser, held at the old Marshall Field & Co. Building. Survey cards were filled out by the patrons of the dinner that evening and used as part of the judging process. ",,,,,"Meals on Wheels, Marshall Field & Co. Building",,,,,
181,Chicago,4.0,US,6.0,Quickfire,Individual,Each contestant was allowed to taste three beers from several different brands prior to selecting one. Each contestant was then challenged to create a dish that paired well with their beer choice. ,,,,,,Immunity,,,,
182,Chicago,4.0,US,6.0,Elimination,Team,"The contestants were asked to create meals for a tailgating party at Soldier Field prior to a Chicago Bears football game (Week 6 game versus the Minnesota Vikings). The chefs were given preparation time both at the Top Chef kitchen and at the field, prior to serving, on grills. The top and bottom three dishes were selected from the crowd participating in the tailgating party, including former Bears players Richard Dent, Gale Sayers and William ""The Refrigerator"" Perry. The final decision of the winner and eliminated chef was left to the judges.",,,,,Soldier Field,,,,,
183,Chicago,4.0,US,7.0,Quickfire,Individual,The chefs made desserts for the judges.,,,,,,Immunity,,,,
184,Chicago,4.0,US,7.0,Elimination,Team,"The chefs attended a performance of the improvisational comedy troupe, The Second City. During the performance, the Second City actors obtained various combinations of colors, emotions, and ingredients from the audience, creating five descriptions for meals that the chefs then had to prepare. The chefs freely split into teams and selected the order for the courses. They discovered that were unable to use electric mixers or food processors during the challenge since they had been removed from the Top Chef kitchen. While cooking, the chefs also found out that, while an elaborate table was set up in the kitchen, they would be serving their meals at the Top Chef house. They only had 20 minutes to move to the house following this announcement. ",,,,,Second City Improv,,,,,
185,Chicago,4.0,US,8.0,Quickfire,Individual,"Each chef had to create an entree in only 15 minutes, using Uncle Ben's Rice as a primary ingredient. ",,,,15.0,Uncle Ben's Rice,Immunity,,,,
186,Chicago,4.0,US,8.0,Elimination,Individual,"The contestants were told to make a healthy, simple, and flavorful meal for a family of four, using only $10. Meal preparation would take place at the Washburn Culinary Institute. At the institute, each chef was paired with a child from the Common Threads program who participated in preparing the dish and was also responsible for explaining the dish to fellow children from the program during the tasting.",,,,,Washburn Culinary Institute,,,,,
187,Chicago,4.0,US,9.0,Quickfire,Team,"The chefs drew knives to split into two teams of four. In these teams, the chefs competed in a mise en place relay race. One person from each team had to perform a basic kitchen task, such as supreming oranges and filleting fish, and then receive approval from Tom Colicchio before the next person on their team could begin the next task. The first team to complete all the tasks won. From this point on, the winners of the Quickfire Challenge no longer received immunity from elimination.",,,,,,,,,,
188,Chicago,4.0,US,9.0,Elimination,Team,"Wedding Wars. Instead of the typical ""Restaurant Wars"" challenge, the teams were challenged to ""Wedding Wars"". In the same teams used for the Quickfire, the chefs catered a 250-guest wedding (125 guests to be served per team) for a couple who owned a restaurant and wedding facility. Each team prepared a different menu; one team was responsible for meeting the bride's requests, while the other for the groom. Team Fork, as the winner of the Quickfire, decided to cater for the bride. The teams were given 30 minutes to discuss the menu with the bride or groom, 30 minutes to plan, $3,000 to shop at a large food warehouse and $2,000 at Whole Foods Market, and 14 hours (through the night) of preparation time in the Top Chef kitchen, followed by additional preparation time at the banquet. ",,,,,,Advantage in Elimination challenge: decide which person to cater to,,,,
189,Chicago,4.0,US,10.0,Quickfire,Individual,The chefs were given 45 minutes to create a modern take on a salad using fresh produce and items from the Top Chef pantry.,,,,45.0,,Advantage in Elimination challenge: choose one item from each required category that the other contestants would then not be able to use,,,,
190,Chicago,4.0,US,10.0,Elimination,Individual,"The chefs were challenged to create a healthy, delicious, and filling box lunch meal for the members of the Chicago Police Academy. The meal had to contain at least one ingredient from each of the following categories: whole grain, lean protein, fruits, and vegetables. Any final preparation steps (such as microwaving) had to be completed by the diners. Spike, as the Quickfire winner, was given ten additional minutes to shop and his first choice of each of the four required ingredients, which the other chefs, consequently, were not permitted to use. He chose bread, chicken, tomato, and lettuce as his exclusive ingredients. ",,,,,Chicago Police Academy,,,,,
191,Chicago,4.0,US,11.0,Quickfire,Individual,"Taking turns, each chef spent the same amount of time manning the egg station during the busy breakfast hours at Lou Mitchell's Restaurant and Bakery. The chef's performance would be judged by both Tom Colicchio and the restaurant's owner, Heleen Thanas, based on who she'd be most likely to hire.",,,,,Lou Mitchell's Restaurant and Bakery,Advantage in Elimination challenge: select team,,,,
192,Chicago,4.0,US,11.0,Elimination,Team,"Restaurant Wars. For the standard ""Restaurant Wars"" challenge, the chefs had to open up a restaurant in teams of three for a dinner service, consisting of three courses with two selections each for approximately 35 guests the next day. The winner would be judged based on both the normal judges and comment cards filled out by the patrons. Each team had $1,500 to spend on food, and $5,000 from Pier 1 Imports for decor. As the winner of the Quickfire, Antonia was able to select her teammates for the challenge. One chef from each team was required to assist in front-of-house duties along with additional waitstaff. Midway through the challenge, each team's executive chef was allowed to select one additional assisting chef from the four most recently eliminated chefs: Andrew, Jennifer, Mark, and Nikki. Antonia chose Nikki and Dale chose Jennifer. ",,,,,Pier 1 Imports,,,Front of House,Executive chef,Winning team served judges first
193,Chicago,4.0,US,12.0,Quickfire,Individual,"At a meat packing warehouse, each chef was given twenty minutes to butcher and clean seven ""tomahawk chops"" from an aged side of beef. Then, at the Top Chef kitchen, they were given an additional thirty minutes to prepare two of the chops to the guest judge's preference: medium-rare.",,,20.0,30.0,,Advantage in Elimination challenge: select proteins,,,,
194,Chicago,4.0,US,12.0,Elimination,Individual,"Each chef had to create an appetizer and entree, in addition to working the line at Rick Tramonto's Steak & Seafood restaurant. Spike, as the Quickfire winner, was able to select two proteins to use for his dishes, preventing the other chefs from using those proteins. He chose frozen scallops to use for his appetizer, and tomahawk chops for his entree. ",,,,,Steak & Seafood,,,,,
195,Chicago,4.0,US,13.0,Quickfire,Individual,"Six months after the previous episode in Chicago, the chefs arrived in San Juan, Puerto Rico. Each chef had to make frituras (fritters) using plantains as the primary ingredient.",,,,,,Advantage in Elimination challenge: choose everyone's sous chefs,,,,
196,Chicago,4.0,US,13.0,Elimination,Individual,"The chefs were asked to prepare three dishes each for a reception held at La Fortaleza, the official residence of the governor of Puerto Rico. Each chef was given a pig to butcher, and had to use at least two different parts of it in two of their dishes. The last four previously eliminated chefs were brought back as sous chefs to assist the competitors. Stephanie, as the Quickfire winner, selected which sous chef would work with each contestant. She assigned Spike to Richard, Nikki to Antonia, Andrew to Lisa, and Dale to herself. While the chefs butchered the pig, the sous chefs shopped for ingredients at a local market. Then, the chefs had two hours of prep time on the day before the reception, followed by five hours of cooking time just prior to the reception.",,,120.0,300.0,La Fortaleza,,,,,
197,Chicago,4.0,US,14.0,Elimination,Individual,"For their final challenge, each chef was asked to create a four-course meal for nine guests, consisting of a fish course, a poultry course, a red meat course, and a dessert, in that order. Before they started to cook, the chefs had to select one of three famous New York chefs to act as their sous chef for the challenge. Additionally, each famous chef came paired with an array of proteins for the contestant to use in their first three dishes. The order for picking the sous chefs and proteins was determined by the number of previous elimination round wins, with ties broken by knife pulling. Stephanie chose celebrity chef, author, and restaurateur Eric Ripert, of Le Bernardin. Richard chose chef and restaurateur Dan Barber, of Blue Hill at Stone Barns. Lisa chose April Bloomfield, also a chef and restaurateur, from The Spotted Pig. On the second and final day of cooking, the chefs had to finish the meal preparation alone.",,,,,,,,,,
198,New York,5.0,US,1.0,Quickfire Elimination,Individual,"The chefs were welcomed to the Big Apple by host Padma Lakshmi and head judge Tom Colicchio with a signature ingredient: apples. The challenge was a skills tournament consisting of three rounds. The chef who finished first in the Quickfire Challenge would win immunity in the next challenge, while the chef who finished last would leave the show immediately.",,,,,,Immunity,,,,
199,New York,5.0,US,1.0,Elimination,Individual,"Each of the chefs drew a knife from the knife block marked with one of eight New York City neighborhoods. The chefs, in pairs, cooked dishes which represented the ethnic cuisines of those neighborhoods: Astoria (Greek), Brighton Beach (Russian), Long Island City (Middle Eastern), Ozone Park (Latin), Jamaica (Jamaican), Little Italy (Italian), Chinatown (Chinese), Little India/Curry Hill (Indian). The two dishes from each neighborhood were judged head-to-head. The chefs with the winning dishes were safe, while the chefs with the losing dishes were eligible for elimination. The name of the winning chef for each match-up are indicated below in italics. The judges then selected their favorite and least favorite dishes from among the eligible contestants.",,,,,,,,,,
200,New York,5.0,US,2.0,Quickfire,Individual,"The chefs were asked to create their version of a classic, well-loved New York dish: the hot dog. They competed against Angelina DiAngelo of Dominick's Hot Dog Truck in Queens. The contestants each had 45 minutes and access to the Top Chef pantry to prepare and present their dish to host Padma Lakshmi and guest judge Donatella Arpaia, a successful restaurateur and food expert. The winner received immunity from elimination in the next challenge.",,,,45.0,,Immunity,,,,
